nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000991	Geneviève Bujold	1942	\N	actress,soundtrack,writer	tt0079592,tt0064030,tt0094964,tt0077355
nm0000992	Billie Burke	1884	1970	actress,soundtrack	tt0032138,tt0023948,tt0029682,tt0030442
nm0000993	Carol Burnett	1933	\N	actress,soundtrack,producer	tt0105017,tt0098764,tt0061240,tt0083564
nm0000994	Raymond Burr	1917	1993	actor,production_manager,director	tt0197521,tt0047396,tt0061266,tt0087344
nm0000995	Ellen Burstyn	1932	\N	actress,producer,soundtrack	tt0071115,tt0070047,tt0067328,tt0180093
nm0000996	LeVar Burton	1957	\N	actor,director,producer	tt0075572,tt0120844,tt0111280,tt0117731
nm0000997	Gary Busey	1944	\N	actor,soundtrack,composer	tt0102685,tt0093409,tt0105690,tt0077280
nm0000998	Jake Busey	1971	\N	actor,producer,music_department	tt0120201,tt2249007,tt0120660,tt3829266
nm0000999	Red Buttons	1919	2006	actor,soundtrack,miscellaneous	tt0056197,tt0050933,tt0065088,tt0069113
nm0001000	Tom Byron	1961	\N	actor,director,producer	tt0178845,tt0097039,tt2059288,tt0087562
nm0001001	James Caan	1940	\N	actor,soundtrack,director	tt0073631,tt0100157,tt0083190,tt0068646
nm0001002	Dean Cain	1966	\N	actor,producer,writer	tt0313443,tt2528814,tt0106057,tt0218787
nm0001003	Simon Callow	1949	\N	actor,soundtrack,writer	tt0293508,tt0109831,tt0138097,tt0091867
nm0001004	Billy Campbell	1959	\N	actor,camera_department,producer	tt0102803,tt0389564,tt0278435,tt0103874
nm0001005	Jane Campion	1954	\N	writer,director,producer	tt2103085,tt0107822,tt0098725,tt0810784
nm0001006	John Candy	1950	1994	actor,writer,soundtrack	tt0093748,tt0094012,tt0106611,tt0098554
nm0001007	Dyan Cannon	1937	\N	actress,director,writer	tt0077663,tt0083806,tt0070291,tt0064100
nm0001008	Frank Capra	1897	1991	director,writer,producer	tt0031679,tt0038650,tt0025316,tt0027996
nm0001009	Kate Capshaw	1953	\N	actress,soundtrack,producer	tt0087175,tt0091993,tt0096933,tt0087469
nm0001010	Capucine	1928	1990	actress	tt0084814,tt0085384,tt0057413,tt0054324
nm0001011	Irene Cara	1959	\N	actress,soundtrack	tt0080716,tt0085549,tt0075249,tt0099733
nm0001012	Claudia Cardinale	1938	\N	actress,soundtrack	tt0056801,tt0083946,tt0057413,tt0064116
nm0001013	Harry Carey Jr.	1921	2012	actor,writer,producer	tt0049730,tt0108358,tt0099088,tt0087363
nm0001014	Mariah Carey	1970	\N	soundtrack,actress,composer	tt0118589,tt0120596,tt0929632,tt1327773
nm0001015	Robert Carlyle	1961	\N	actor,director,soundtrack	tt0117951,tt0143145,tt0471041,tt0119164
nm0001016	David Carradine	1936	2009	actor,producer,soundtrack	tt0378194,tt0072856,tt0074235,tt0490086
nm0001017	John Carradine	1906	1988	actor,soundtrack	tt0032551,tt0031971,tt0084649,tt0049833
nm0001018	Keith Carradine	1949	\N	actor,soundtrack,music_department	tt0773262,tt0409847,tt0348914,tt0073440
nm0001019	Robert Carradine	1954	\N	actor,producer,soundtrack	tt0088000,tt0228333,tt0306841,tt0116225
nm0001020	Katrin Cartlidge	1961	2002	actress	tt0107653,tt0283509,tt0115751,tt0118818
nm0001021	Veronica Cartwright	1949	\N	actress,soundtrack	tt0257106,tt0056869,tt0078748,tt0094332
nm0001022	Dana Carvey	1955	\N	actor,writer,soundtrack	tt0072562,tt0105793,tt0108525,tt0295427
nm0001023	John Cassavetes	1929	1989	actor,director,writer	tt0087644,tt0061578,tt0072417,tt0065867
nm0001024	Nick Cassavetes	1959	\N	actor,director,writer	tt0119094,tt0092240,tt0118044,tt0123964
nm0001025	Seymour Cassel	1935	\N	actor,soundtrack,producer	tt0128445,tt0104503,tt0062952,tt0099422
nm0001026	Joanna Cassidy	1945	\N	actress,soundtrack,producer	tt0098051,tt0096438,tt0083658,tt0433386
nm0001027	Shaun Cassidy	1958	\N	producer,writer,actor	tt0111880,tt0233491,tt0460651,tt0075513
nm0001028	Maxwell Caulfield	1959	\N	actor,soundtrack,producer	tt0088496,tt0112950,tt0119987,tt0084021
nm0001029	Jim Caviezel	1968	\N	actor	tt0335345,tt0120863,tt0186151,tt0245844
nm0001030	John Cazale	1935	1978	actor,cinematographer,editor	tt0068646,tt0071562,tt0072890,tt0077416
nm0001031	Claude Chabrol	1930	2010	director,writer,actor	tt0051404,tt0096336,tt0112769,tt0120018
nm0001032	Marilyn Chambers	1952	2009	actress,writer,soundtrack	tt0087475,tt0076590,tt0068260,tt0085167
nm0001033	Lon Chaney Jr.	1906	1973	actor,soundtrack	tt0040068,tt0044706,tt0034398,tt0035899
nm0001034	Rosalind Chao	1957	\N	actress	tt0322330,tt0425123,tt0120889,tt0106145
nm0001035	Ben Chaplin	1970	\N	actor,soundtrack	tt0120863,tt1756851,tt1235124,tt0264935
nm0001036	Geraldine Chaplin	1944	\N	actress,writer,soundtrack	tt0059113,tt0464141,tt0287467,tt1649419
nm0001037	Graham Chapman	1941	1989	writer,actor,soundtrack	tt0063929,tt0079470,tt0071853,tt0085959
nm0001038	Josh Charles	1971	\N	actor,director,soundtrack	tt0097165,tt0430105,tt0257076,tt0165961
nm0001039	David Charvet	1972	\N	actor	tt0096542,tt0103491,tt0496375,tt0112464
nm0001040	Joan Chen	1961	\N	actress,producer,director	tt0808357,tt0113492,tt0452631,tt0115005
nm0001041	Maggie Cheung	1964	\N	actress,soundtrack	tt0117905,tt0299977,tt0118694,tt0101258
nm0001042	Lois Chiles	1947	\N	actress,soundtrack	tt0120179,tt0071577,tt0079574,tt0092699
nm0001043	Anna Chlumsky	1980	\N	actress	tt0102492,tt1759761,tt0113188,tt0110613
nm0001044	Rae Dawn Chong	1961	\N	actress,soundtrack,director	tt0082484,tt0088939,tt0088944,tt1588334
nm0001045	Tommy Chong	1938	\N	actor,soundtrack,writer	tt0078446,tt0080520,tt0082163,tt2948356
nm0001046	Julie Christie	1940	\N	actress,soundtrack	tt0059113,tt0491747,tt0060390,tt0059084
nm0001047	Michael Cimino	1939	2016	writer,director,producer	tt0090350,tt0080855,tt0077416,tt0070355
nm0001048	Andrew Dice Clay	1957	\N	actor,producer,writer	tt1674771,tt2334873,tt0098987,tt0091790
nm0001049	Jill Clayburgh	1944	2010	actress,soundtrack	tt0439289,tt0079948,tt1478338,tt0078444
nm0001050	Montgomery Clift	1920	1966	actor,writer,soundtrack	tt0055031,tt0053318,tt0043924,tt0045793
nm0001051	Bill Clinton	1946	\N	music_department,soundtrack	tt0271895,tt3263350,tt0096537,tt0108515
nm0001052	Kurt Cobain	1967	1994	soundtrack,writer,composer	tt0116695,tt0832266,tt0465602,tt0203009
nm0001053	Ethan Coen	1957	\N	producer,writer,director	tt0116282,tt1019452,tt1403865,tt2042568
nm0001054	Joel Coen	1954	\N	producer,writer,director	tt2042568,tt1019452,tt0116282,tt0086979
nm0001055	Claudette Colbert	1903	1996	actress,soundtrack	tt0035169,tt0025316,tt0031647,tt0037280
nm0001056	Dabney Coleman	1932	\N	actor,miscellaneous,soundtrack	tt0086567,tt0164912,tt0421054,tt0128853
nm0001057	Toni Collette	1972	\N	actress,producer,soundtrack	tt0110598,tt0167404,tt0276751,tt0449059
nm0001058	Joan Collins	1933	\N	actress,producer,soundtrack	tt0158622,tt0048283,tt0081856,tt0075989
nm0001059	Robbie Coltrane	1950	\N	actor,soundtrack,writer	tt1201607,tt0105977,tt0241527,tt0295297
nm0001060	Chris Columbus	1958	\N	producer,writer,director	tt1454029,tt0241527,tt0295297,tt0294870
nm0001061	Holly Marie Combs	1973	\N	actress,producer,writer	tt0104139,tt0158552,tt0096969,tt0103512
nm0001062	Jeffrey Combs	1954	\N	actor	tt0099180,tt0116365,tt0089885,tt1999995
nm0001063	Jeff Conaway	1950	2011	actor,soundtrack,producer	tt0077089,tt0105493,tt0105946,tt0077631
nm0001064	Jason Connery	1963	\N	actor,director,producer	tt0184894,tt3467914,tt1937506
nm0001065	Harry Connick Jr.	1967	\N	actor,soundtrack,music_department	tt0116629,tt0119313,tt0112722,tt0129167
nm0001066	Robert Conrad	1935	\N	actor,director,writer	tt0076993,tt0116705,tt0080132,tt0073961
nm0001067	Jackie Coogan	1914	1984	actor,miscellaneous,soundtrack	tt0012349,tt0057729,tt0013450,tt0058855
nm0001068	Sofia Coppola	1971	\N	actress,writer,producer	tt0159097,tt0335266,tt5592248,tt0099674
nm0001069	Bud Cort	1948	\N	actor,director,writer	tt0200550,tt0362270,tt0067185,tt0066026
nm0001070	Bill Cosby	1937	\N	actor,writer,music_department	tt0086687,tt0063871,tt0058816,tt0093405
nm0001071	Annie Costner	1984	\N	actress,producer	tt0114898,tt0112435,tt0099348,tt0119925
nm0001072	Joseph Cotten	1905	1994	actor,soundtrack,writer	tt0040705,tt0070723,tt0041959,tt0033467
nm0001073	Courteney Cox	1964	\N	actress,producer,director	tt0134084,tt0233142,tt0117571,tt0108778
nm0001074	Ronny Cox	1938	\N	actor,soundtrack,writer	tt0100802,tt0086960,tt0068473,tt0093870
nm0001075	Peter Coyote	1941	\N	actor,miscellaneous,writer	tt0129290,tt0281358,tt0104779,tt0120184
nm0001076	Joan Crawford	1906	1977	actress,soundtrack,writer	tt0056687,tt0045205,tt0037913,tt0023926
nm0001077	Richard Crenna	1926	2003	actor,director,soundtrack	tt0089880,tt0095956,tt0083944,tt0107144
nm0001078	Bing Crosby	1903	1977	soundtrack,actor,producer	tt0046874,tt0047673,tt0049314,tt0036872
nm0001079	Scatman Crothers	1910	1986	actor,soundtrack	tt0081505,tt0065421,tt0086491,tt0073486
nm0001080	Lindsay Crouse	1948	\N	actress,soundtrack,miscellaneous	tt0115571,tt0076723,tt0780571,tt0140352
nm0001081	Cameron Crowe	1957	\N	writer,producer,director	tt0259711,tt0098258,tt0181875,tt0116695
nm0001082	Billy Crudup	1968	\N	actor,soundtrack	tt0343737,tt0319061,tt0181875,tt0409459
nm0001083	Jon Cryer	1965	\N	actor,soundtrack,director	tt0091790,tt0102059,tt0369179,tt0094074
nm0001084	Ice Cube	1969	\N	soundtrack,producer,actor	tt1408253,tt0113118,tt0195945,tt0101507
nm0001085	Kieran Culkin	1982	\N	actor	tt0280760,tt0446029,tt1333125,tt0124315
nm0001086	Alan Cumming	1965	\N	actor,soundtrack,producer	tt0113189,tt0362165,tt0290334,tt0254099
nm0001087	Lee Curreri	1961	\N	actor,composer,sound_department	tt0080716,tt0114941,tt0083412,tt0405473
nm0001088	Peter Cushing	1913	1994	actor,art_department,soundtrack	tt0052905,tt0050280,tt0068713,tt0076759
nm0001089	Henry Czerny	1959	\N	actor	tt0383216,tt0117060,tt0109444,tt0457572
nm0001090	Joe D'Amato	1936	1999	director,cinematographer,camera_department	tt0068972,tt0085183,tt0074472,tt0082479
nm0001091	Patti D'Arbanville	1951	\N	actress	tt1126618,tt0082763,tt0197182,tt0116277
nm0001092	Mark Dacascos	1964	\N	actor,stunts,director	tt0116147,tt0106761,tt0107750,tt0237534
nm0001093	John Dahl	\N	\N	director,writer,art_department	tt0110308,tt0118040,tt0128442,tt0097662
nm0001094	Roald Dahl	1916	1990	writer,actor,soundtrack	tt0100944,tt0067992,tt0062512,tt0047708
nm0001095	Béatrice Dalle	1964	\N	actress,soundtrack	tt0090563,tt0204700,tt0102536,tt0856288
nm0001096	Timothy Dalton	1946	\N	actor,soundtrack	tt0097742,tt0093428,tt0080745,tt0102803
nm0001097	Charles Dance	1946	\N	actor,producer,director	tt2084970,tt0103644,tt0280707,tt0944947
nm0001098	Rodney Dangerfield	1921	2004	actor,writer,soundtrack	tt0085470,tt0080487,tt0090685,tt0102813
nm0001099	Jeff Daniels	1955	\N	actor,soundtrack,writer	tt0089853,tt2096672,tt0109686,tt0367089
nm0001100	Blythe Danner	1943	\N	actress,soundtrack	tt1327194,tt1092026,tt0434139,tt0212338
nm0001101	Ted Danson	1947	\N	actor,soundtrack,producer	tt0174378,tt0082089,tt0094137,tt0083399
nm0001102	Joe Dante	1946	\N	director,producer,miscellaneous	tt0087363,tt0093260,tt0122718,tt0082533
nm0001103	Tony Danza	1951	\N	actor,producer,director	tt0086827,tt0118437,tt0077089,tt2229499
nm0001104	Frank Darabont	1959	\N	writer,producer,director	tt0120689,tt1520211,tt0884328,tt0111161
nm0001105	Linda Darnell	1923	1965	actress,soundtrack	tt0032762,tt0040919,tt0041587,tt0042792
nm0001106	Racquel Darrian	1968	\N	actress	tt0138300,tt0221458,tt0134054,tt0134087
nm0001107	Stacey Dash	1967	\N	actress	tt0095662,tt0104897,tt0112697,tt0110971
nm0001108	Robert Davi	1951	\N	actor,producer,director	tt0089218,tt0095016,tt2333784,tt0097742
nm0001109	Jaye Davidson	1968	\N	actor	tt0111282,tt0104036,tt0179250,tt0266220
nm0001110	Embeth Davidtz	1965	\N	actress	tt0119099,tt0117008,tt0182789,tt0106308
nm0001111	Jeremy Davies	1969	\N	actor	tt1489428,tt0307479,tt0117998,tt0120815
nm0001112	Andrew Davis	1946	\N	director,cinematographer,writer	tt0105690,tt0106977,tt0311289,tt0406816
nm0001113	Brad Davis	1949	1991	actor	tt0084997,tt0084565,tt0082158,tt0077928
nm0001114	Judy Davis	1955	\N	actress,soundtrack	tt0101410,tt0104466,tt2910904,tt0102511
nm0001115	Ossie Davis	1917	2005	actor,writer,director	tt0107050,tt0109446,tt0097216,tt0281686
nm0001116	Warwick Davis	1970	\N	actor,writer,producer	tt0350258,tt0371724,tt0096446,tt1201607
nm0001117	Bruce Davison	1946	\N	actor,director,producer	tt0100049,tt0067991,tt0120903,tt2262532
nm0001118	Pam Dawber	1951	\N	actress,soundtrack,producer	tt0077053,tt0078349,tt0105466,tt0118385
nm0001119	Yvonne De Carlo	1922	2007	actress,soundtrack	tt0094642,tt0042287,tt0041268,tt0049833
nm0001120	Vittorio De Sica	1901	1974	actor,director,writer	tt0045274,tt0053856,tt0043809,tt0040522
nm0001121	Brandon De Wilde	1942	1972	actor,soundtrack	tt0044896,tt0059309,tt0046303,tt0057163
nm0001122	Ellen DeGeneres	1958	\N	producer,writer,actress	tt2796782,tt0379623,tt0266543,tt0108761
nm0001123	Dom DeLuise	1933	2009	actor,soundtrack,director	tt0082136,tt0080724,tt0071230,tt0084649
nm0001124	Cecil B. DeMille	1881	1959	producer,director,editor	tt0049833,tt0043014,tt0041838,tt0044672
nm0001125	Benicio Del Toro	1967	\N	actor,producer,director	tt3397884,tt2015381,tt0181865,tt0114814
nm0001126	Kim Delaney	1961	\N	actress,producer	tt0106079,tt0065272,tt0183523,tt0859592
nm0001127	Dana Delany	1956	\N	actress,producer,soundtrack	tt0094433,tt0410975,tt0108358,tt0106364
nm0001128	Alain Delon	1935	\N	actor,producer,writer	tt0082935,tt0057091,tt0062229,tt0062639
nm0001129	Jonathan Demme	1944	2017	director,producer,writer	tt1084950,tt0268126,tt0107818,tt0102926
nm0001130	Ted Demme	1963	2002	director,producer,actor	tt0221027,tt0123964,tt0110955,tt0115639
nm0001131	Patrick Dempsey	1966	\N	actor,production_manager,producer	tt0092718,tt1399103,tt0461770,tt0413573
nm0001132	Judi Dench	1934	\N	actress,music_department,soundtrack	tt2431286,tt1074638,tt0465551,tt0138097
nm0001133	Brian Dennehy	1938	\N	actor,producer,director	tt0088933,tt0083944,tt0090022,tt0100404
nm0001134	Bob Denver	1935	2005	actor,soundtrack	tt0092608,tt0052490,tt0057751,tt0078155
nm0001135	John Derek	1926	1998	actor,director,cinematographer	tt0049833,tt0099656,tt0086987,tt0041555
nm0001136	Bruce Dern	1936	\N	actor,producer,soundtrack	tt0096734,tt1821549,tt3460252,tt1853728
nm0001137	William Devane	1939	\N	actor,writer,director	tt0120784,tt0816692,tt0186566,tt0078638
nm0001138	Susan Dey	1952	\N	actress,producer	tt0069278,tt0090466,tt0082677,tt0065333
nm0001139	Tom DiCillo	1953	\N	director,cinematographer,writer	tt0412637,tt0115738,tt0104567,tt0113677
nm0001140	Philip K. Dick	1928	1982	writer	tt0405296,tt0100802,tt0181689,tt0083658
nm0001141	Angie Dickinson	1931	\N	actress,soundtrack	tt0114319,tt0062138,tt0053221,tt0080661
nm0001142	Uschi Digard	1948	\N	actress,producer,miscellaneous	tt0070752,tt0078846,tt0324310,tt0073768
nm0001143	Kevin Dillon	1965	\N	actor,soundtrack	tt0094761,tt0387199,tt0409182,tt0091763
nm0001144	Céline Dion	1968	\N	soundtrack,actress,composer	tt0120338,tt0182789,tt2281587,tt0101414
nm0001145	Divine	1945	1988	actor,soundtrack,writer	tt0069089,tt0072979,tt0149261,tt0095270
nm0001146	Donna Dixon	1957	\N	actress,soundtrack	tt0086491,tt0090056,tt0113987,tt0105793
nm0001147	Shannen Doherty	1971	\N	actress,producer,director	tt0097493,tt0158552,tt0113749,tt0084649
nm0001148	Troy Donahue	1936	2001	actor,soundtrack	tt0099329,tt0053320,tt0071562,tt0051948
nm0001149	Richard Donner	1930	\N	director,producer,actor	tt0078346,tt0093409,tt0089457,tt0300556
nm0001150	James Doohan	1920	2005	actor,miscellaneous	tt0060028,tt0084726,tt0102975,tt0092007
nm0001151	Stephen Dorff	1973	\N	actor,producer,soundtrack	tt1253864,tt1421051,tt0105159,tt0120611
nm0001152	Illeana Douglas	1965	\N	actress,producer,writer	tt0162346,tt0116442
nm0001153	Lesley-Anne Down	1954	\N	actress,writer,soundtrack	tt0088583,tt0109578,tt0079240,tt0092325
nm0001154	Michael Dudikoff	1954	\N	actor,assistant_director,producer	tt0158671,tt0086927,tt0088708,tt0095877
nm0001155	Patrick Duffy	1949	\N	actor,director,producer	tt0077000,tt0101205,tt0080689,tt1414382
nm0001156	Olympia Dukakis	1931	\N	actress,producer	tt0419843,tt0093565,tt1466054,tt0098384
nm0001157	Patty Duke	1946	2016	actress,soundtrack,producer	tt0073971,tt0056241,tt0062430,tt0058972
nm0001158	Keir Dullea	1936	\N	actor,soundtrack	tt0055892,tt0062622,tt0086837,tt0343737
nm0001159	Faye Dunaway	1941	\N	actress,producer,director	tt0061418,tt0082766,tt0071315,tt0074958
nm0001160	Adrian Dunbar	1958	\N	actor,soundtrack,director	tt0104036,tt1758810,tt1099204,tt0102014
nm0001161	Dominique Dunne	1959	1982	actress,soundtrack	tt1015563,tt0080203,tt0078622,tt0084516
nm0001162	Griffin Dunne	1955	\N	actor,director,producer	tt0082010,tt1333125,tt0790636,tt0088680
nm0001163	Roy Dupuis	1963	\N	actor,director,producer	tt0460505,tt0472562,tt1259014,tt0118379
nm0001164	Charles Durning	1923	2012	actor,soundtrack,miscellaneous	tt0072890,tt0190590,tt0070735,tt0079588
nm0001165	Charles S. Dutton	1951	\N	actor,producer,director	tt1038686,tt0117913,tt0348836,tt0103644
nm0001166	James Duval	1972	\N	actor,producer,writer	tt0187078,tt0246578,tt0112887,tt0116629
nm0001167	Shelley Duvall	1949	\N	producer,actress,writer	tt0075686,tt0081353,tt0075612,tt0081505
nm0001168	Bob Dylan	1941	\N	soundtrack,music_department,composer	tt0070518,tt0078151,tt0185014,tt0319829
nm0001169	George Dzundza	1945	\N	actor,assistant_director,soundtrack	tt0112740,tt0077416,tt0112792,tt0103772
nm0001170	Roger Ebert	1942	2013	writer,actor,producer	tt0075376,tt0090523,tt0065466,tt2382298
nm0001171	Buddy Ebsen	1908	2003	actor,soundtrack,producer	tt0055662,tt0027387,tt0027421,tt0054698
nm0001172	Christopher Eccleston	1964	\N	actor	tt0111149,tt0436992,tt0230600,tt1981115
nm0001173	Aaron Eckhart	1968	\N	actor,producer	tt0468569,tt0935075,tt0119361,tt0427944
nm0001174	Barbara Eden	1931	\N	actress,soundtrack,producer	tt0058815,tt0077660,tt0055608,tt0056745
nm0001175	Blake Edwards	1922	2010	writer,producer,director	tt0057413,tt0059243,tt0084865,tt0051301
nm0001176	Nicole Eggert	1972	\N	actress,miscellaneous	tt0096542,tt0099743,tt0103843,tt0086681
nm0001177	Chris Eigeman	1965	\N	actor,director,writer	tt0252076,tt0811128,tt0100142,tt0109219
nm0001178	Sergei M. Eisenstein	1898	1948	director,writer,editor	tt0051790,tt0029850,tt0015648,tt0037824
nm0001179	Anita Ekberg	1931	2015	actress,miscellaneous	tt0053779,tt0051985,tt0049934,tt0047889
nm0001180	Britt Ekland	1942	\N	actress,director,writer	tt0073639,tt0071807,tt0067128,tt0070917
nm0001181	Jack Elam	1920	2003	actor,soundtrack	tt0065051,tt0048261,tt0082136,tt0064116
nm0001182	Carmen Electra	1972	\N	actress,soundtrack	tt0362120,tt1073498,tt0175142,tt0799949
nm0001183	Bodhi Elfman	1969	\N	actor,producer,writer	tt0120660,tt0120591,tt0369339,tt0120749
nm0001184	Jenna Elfman	1971	\N	actress,producer,soundtrack	tt1632708,tt0171433,tt0118998,tt0118303
nm0001185	Hector Elizondo	1936	\N	actor,director,soundtrack	tt0163187,tt0100405,tt0109254,tt0368933
nm0001186	Denholm Elliott	1922	1992	actor	tt0082971,tt0097576,tt0091867,tt0086465
nm0001187	Noah Emmerich	1965	\N	actor,director	tt0120382,tt2149175,tt1520211,tt0404203
nm0001188	Nora Ephron	1941	2012	writer,producer,director	tt1135503,tt0374536,tt0128853,tt0098635
nm0001189	Gabriel Yared	1949	\N	composer,music_department,soundtrack	tt0134119,tt0116209,tt0159365,tt0120632
nm0001190	David Prowse	1935	\N	actor,miscellaneous	tt0080684,tt0086190,tt0076759,tt0066921
nm0001191	Adam Sandler	1966	\N	actor,producer,writer	tt0185431,tt0120888,tt0142342,tt0120484
nm0001192	John Mark Robinson	1949	\N	actor,director,soundtrack	tt0102205,tt0088008,tt0147762,tt0105442
nm0001193	Shelley Fabares	1944	\N	actress,producer,soundtrack	tt0096560,tt0051267,tt0047756,tt0059224
nm0001194	Jeff Fahey	1952	\N	actor,producer,miscellaneous	tt5465142,tt0411008,tt0437086,tt0111756
nm0001195	Douglas Fairbanks Jr.	1909	2000	actor,producer,soundtrack	tt0029442,tt0039826,tt0021079,tt0024373
nm0001196	Douglas Fairbanks	1883	1939	actor,producer,writer	tt0015400,tt0013556,tt0011439,tt0008845
nm0001197	Anna Falchi	1972	\N	actress,producer,executive	tt0111049,tt0109592,tt4142394,tt0109358
nm0001198	Debrah Farentino	1959	\N	actress,producer	tt0796264,tt0098789,tt0101516,tt0108758
nm0001199	Dennis Farina	1944	2013	actor,producer,soundtrack	tt0091474,tt0113161,tt0208092,tt0095631
nm0001200	Gary Farmer	1953	\N	actor,director	tt0098112,tt0112817,tt0120321,tt0165798
nm0001201	Mia Farrow	1945	\N	actress,soundtrack	tt0097123,tt0091167,tt0089853,tt0063522
nm0001202	Rainer Werner Fassbinder	1945	1982	writer,director,actor	tt0079095,tt0072976,tt0071141,tt0064536
nm0001203	William Faulkner	1897	1962	writer	tt5208974,tt0048283,tt0037382,tt0038355
nm0001204	Marty Feldman	1934	1982	writer,actor,miscellaneous	tt0076297,tt0072431,tt0080917,tt0129696
nm0001205	Norman Fell	1924	1998	actor,soundtrack	tt0062765,tt0057193,tt0075596,tt0061722
nm0001206	Abel Ferrara	1951	\N	director,writer,soundtrack	tt0133122,tt0099939,tt0103759,tt0425236
nm0001207	José Ferrer	1912	1992	actor,soundtrack,director	tt0042367,tt0049280,tt0087182,tt0044926
nm0001208	Miguel Ferrer	1955	2017	actor,director,cinematographer	tt0107144,tt0093870,tt0284718,tt0181865
nm0001209	William Fichtner	1956	\N	actor,producer,director	tt0120591,tt1502404,tt0375679,tt0265086
nm0001210	Chelsea Field	1957	\N	actress	tt0093507,tt0102005,tt0088944,tt0102266
nm0001211	W.C. Fields	1880	1946	actor,writer,soundtrack	tt0032828,tt0032234,tt0033945,tt0025318
nm0001212	Joseph Fiennes	1970	\N	actor,director,producer	tt0127536,tt0138097,tt0215750,tt0379889
nm0001213	Harvey Fierstein	1954	\N	actor,writer,soundtrack	tt0120762,tt0107614,tt0096289,tt0116629
nm0001214	Mike Figgis	1948	\N	director,writer,composer	tt0119832,tt0220100,tt0096180,tt0113627
nm0001215	Albert Finney	1936	\N	actor,producer,soundtrack	tt0319061,tt0071877,tt0195685,tt0054269
nm0001216	Tara Fitzgerald	1967	\N	actress,director,producer	tt3569230,tt1528100,tt0944947,tt0115744
nm0001217	Fionnula Flanagan	1941	\N	actress,producer	tt1540133,tt0430105,tt0407265,tt0230600
nm0001218	Sean Patrick Flanery	1965	\N	actor,soundtrack,producer	tt0114168,tt0144117,tt1300851,tt1477076
nm0001219	Gary Fleder	1965	\N	producer,director,miscellaneous	tt0313542,tt0114660,tt0160399,tt0119468
nm0001220	Ian Fleming	1908	1964	writer,miscellaneous	tt0381061,tt0059800,tt0055928,tt0086006
nm0001221	Louise Fletcher	1934	\N	actress	tt0093036,tt0106145,tt0139134,tt0073486
nm0001222	Calista Flockhart	1964	\N	actress,soundtrack,producer	tt4016454,tt0115685,tt0118254,tt0422272
nm0001223	Lara Flynn Boyle	1970	\N	actress,producer,soundtrack	tt0147612,tt0098936,tt0118437,tt0120912
nm0001224	Errol Flynn	1909	1959	actor,writer,producer	tt0040076,tt0029843,tt0041955,tt0026174
nm0001225	Nina Foch	1924	2008	actress,miscellaneous,soundtrack	tt0054331,tt0049833,tt0046963,tt0043278
nm0001226	James Foley	1953	\N	director,writer,actor	tt0104348,tt0090670,tt1856010,tt4477536
nm0001227	Megan Follows	1968	\N	actress,director,soundtrack	tt0158466,tt2710394,tt0092571,tt0088727
nm0001228	Peter Fonda	1940	\N	actor,director,writer	tt0120402,tt0381849,tt0259324,tt0064276
nm0001229	Glenn Ford	1916	2006	actor,producer,soundtrack	tt0038559,tt0078346,tt0055312,tt0049830
nm0001230	Harrison Ford	1884	1957	actor	tt0022093,tt0015022,tt0016560,tt0009475
nm0001231	Claire Forlani	1971	\N	actress,producer	tt0288045,tt0119643,tt0132347,tt0460780
nm0001232	Milos Forman	1932	2018	director,writer,actor	tt0079261,tt0086879,tt0117318,tt0073486
nm0001233	Robert Forster	1941	\N	actor,producer,director	tt1033575,tt0119396,tt2302755,tt0166924
nm0001234	John Forsythe	1918	2010	actor,soundtrack,producer	tt0048750,tt0081856,tt0096061,tt0305357
nm0001235	William Forsythe	1955	\N	actor,producer,soundtrack	tt0093822,tt0117500,tt0373883,tt0395584
nm0001236	Meg Foster	1948	\N	actress	tt0093507,tt0096256,tt3835080,tt0097737
nm0001237	Samantha Fox	1950	\N	actress,miscellaneous	tt0084842,tt0079356,tt0083606,tt0081622
nm0001238	Jesús Franco	1930	2013	writer,director,actor	tt0067846,tt2306814,tt0092311,tt0086428
nm0001239	John Frankenheimer	1930	2002	director,miscellaneous,producer	tt0119189,tt0116654,tt0058576,tt0056218
nm0001240	Dennis Franz	1944	\N	actor,writer,producer	tt0080661,tt0120632,tt0106079,tt0099423
nm0001241	Stephen Frears	1941	\N	director,producer,actor	tt0094947,tt0301199,tt0436697,tt2431286
nm0001242	Matt Frewer	1958	\N	actor,soundtrack,writer	tt0097523,tt0363547,tt0409459,tt2120120
nm0001243	William Friedkin	1935	\N	director,writer,producer	tt0470705,tt0067116,tt1726669,tt0070047
nm0001244	Sadie Frost	1965	\N	actress,producer,soundtrack	tt0103874,tt0346156,tt0211577,tt0199727
nm0001245	Mira Furlan	1955	\N	actress	tt0091398,tt0106336,tt0120711,tt0105946
nm0001246	Dan Futterman	1967	\N	actor,producer,writer	tt0829459,tt0115685,tt0835434,tt0379725
nm0001247	Eva Gabor	1919	1995	actress,soundtrack	tt0065421,tt0058808,tt0100477,tt0076618
nm0001248	Zsa Zsa Gabor	1917	2016	actress,soundtrack	tt0044926,tt0093629,tt0102510,tt0052104
nm0001249	Monique Gabrielle	1963	\N	actress,producer,executive	tt0086927,tt0092962,tt0092860,tt0085318
